Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
8289,3717102833,BDholla89 (102/150),41.02,212.25,C Meyers Leonard F LeBron James G Trae Young PF Bol Bol PG Gabe Vincent SF Franz Wagner SG Theo Pinson UTIL Stephen Curry,,,
8289,3717212711,vincesand (3/3),41.02,212.25,C Goga Bitadze F Buddy Hield G Kevin Porter Jr. PF Bol Bol PG De'Aaron Fox SF LeBron James SG Jalen Green UTIL Isaiah Jackson,,,
8289,3716624523,DannyMatzahBall24,34.04,212.25,C Alex Len F Al Horford G Johnny Davis PF Pascal Siakam PG Immanuel Quickley SF Saddiq Bey SG Klay Thompson UTIL Jalen Johnson,,,
8289,3717006737,hixx (88/150),24,212.25,C Isaiah Jackson F LeBron James G Shake Milton PF Jabari Smith Jr. PG Kevin Porter Jr. SF Quentin Grimes SG Gabe Vincent UTIL Jaden Hardy,,,
8289,3717072900,mremix (2/2),24,212.25,C Cody Zeller F Jabari Smith Jr. G Cameron Payne PF Marvin Bagley III PG Luka Doncic SF Svi Mykhailiuk SG Shake Milton UTIL Isaiah Hartenstein,,,
8289,3717126295,8Rodney_macimizz7,24,212.25,C Bobby Portis F Duncan Robinson G Jaden Ivey PF Bol Bol PG Cameron Payne SF Scottie Barnes SG Svi Mykhailiuk UTIL Jaren Jackson Jr.,,,
8289,3717154379,ssieranski (1/4),24,212.25,C Isaiah Jackson F Brandon Ingram G Shake Milton PF Bol Bol PG Jalen Suggs SF Caleb Martin SG Mikal Bridges UTIL Anthony Davis,,,
8289,3717207630,champ33m,24,212.25,C Andre Drummond F Marjon Beauchamp G Lindell Wigginton PF Obi Toppin PG Immanuel Quickley SF Quentin Grimes SG Johnny Davis UTIL Anthony Davis,,,
8289,3717248164,gmartel16 (4/4),24,212.25,C Cody Zeller F Jabari Smith Jr. G Spencer Dinwiddie PF Caleb Martin PG Gabe Vincent SF LeBron James SG Victor Oladipo UTIL Mikal Bridges,,,
8289,3716945180,metallica74,17.02,212.25,C Jakob Poeltl F Bogdan Bogdanovic G Kevin Porter Jr. PF Aaron Nesmith PG Spencer Dinwiddie SF Buddy Hield SG Klay Thompson UTIL John Collins,,,
8289,3716780398,kdub42,0,212.25,C Bobby Portis F Bol Bol G Victor Oladipo PF Obi Toppin PG Luka Doncic SF Svi Mykhailiuk SG Johnny Davis UTIL Shake Milton,,,
8289,3716863736,zachngina (1/17),0,212.25,C Bobby Portis F Patrick Williams G Coby White PF Obi Toppin PG Immanuel Quickley SF Quentin Grimes SG Jaden Hardy UTIL Cody Zeller,,,
8289,3717173057,Kaliworld,0,212.25,C Goga Bitadze F Bol Bol G Jaden Hardy PF Jabari Smith Jr. PG Immanuel Quickley SF Brandon Ingram SG Quentin Grimes UTIL Paul Reed,,,
8289,3717229212,TrainOfDC,0,212.25,C Jaren Jackson Jr. F Evan Fournier G Trae Young PF Duncan Robinson PG Luka Doncic SF Gary Trent Jr. SG Johnny Davis UTIL Patty Mills,,,
8289,3717252040,janpierolopez,0,212.25,C Isaiah Jackson F Max Strus G Jaden Springer PF Bobby Portis PG Luka Doncic SF Jayson Tatum SG Shake Milton UTIL Goga Bitadze,,,
8310,3716896029,MPascavis (24/150),89.020004,212,C Goga Bitadze F LeBron James G Terence Davis PF Jaren Jackson Jr. PG Cameron Payne SF Marjon Beauchamp SG Jaden Hardy UTIL Anthony Davis,,,
8310,3716969778,LakersNYanks,82.04001,212,C Alperen Sengun F LeBron James G Cameron Payne PF Chuma Okeke PG Shake Milton SF Brandon Ingram SG Terence Davis UTIL Draymond Green,,,
8310,3716811614,papagates (121/150),82.04,212,C Mark Williams F LeBron James G Cameron Payne PF Keegan Murray PG Theo Maledon SF Buddy Hield SG Klay Thompson UTIL Paul Reed,,,
8310,3717159049,Isaiahdevin (3/3),72,212,C Anthony Davis F Pascal Siakam G Shake Milton PF Bobby Portis PG Cameron Payne SF Josh Okogie SG Victor Oladipo UTIL Johnny Davis,,,
8310,3717156036,Heibs22 (6/150),58.04,212,C Goga Bitadze F Terence Davis G Ja Morant PF Ish Wainright PG Kevin Porter Jr. SF Brandon Ingram SG Jalen Green UTIL Richaun Holmes,,,
8310,3716824537,giantsquid (28/150),48,212,C Mark Williams F LeBron James G Cameron Payne PF Duncan Robinson PG Theo Maledon SF Brandon Ingram SG Jaden Hardy UTIL Isaiah Jackson,,,
8310,3716957312,nezzy78 (3/9),48,212,C Andre Drummond F LeBron James G Cameron Payne PF Pascal Siakam PG Shake Milton SF Max Strus SG Jaden Hardy UTIL Trae Young,,,
8310,3717022560,keg4540 (133/150),48,212,C Anthony Davis F Pascal Siakam G Mikal Bridges PF Caleb Martin PG Shake Milton SF Max Strus SG Gabe Vincent UTIL Cameron Payne,,,
8310,3717083308,pathosey,48,212,C Omer Yurtseven F LeBron James G Cameron Payne PF Jayson Tatum PG Victor Oladipo SF Brandon Ingram SG Jaden Springer UTIL Jaden Hardy,,,
8310,3716878101,jgreenblatt (38/60),41.02,212,C Pascal Siakam F LeBron James G Shake Milton PF Bol Bol PG Victor Oladipo SF Terence Davis SG Andrew Nembhard UTIL Jaden Hardy,,,
8310,3716970414,bgreseth (27/150),41.02,212,C Paul Reed F Terence Davis G Jaden Hardy PF Caleb Martin PG Jaden Ivey SF Brandon Ingram SG Jaden Springer UTIL Anthony Davis,,,
8310,3717102858,BDholla89 (127/150),41.02,212,C Mark Williams F LeBron James G Ja Morant PF Caleb Martin PG Theo Maledon SF Terence Davis SG Victor Oladipo UTIL Meyers Leonard,,,
8310,3717090511,jbasi73 (91/150),34.04,212,C Jalen Duren F PJ Dozier G Jaden Hardy PF Obi Toppin PG Kevin Porter Jr. SF Brandon Ingram SG Jaden Ivey UTIL Terence Davis,,,
8310,3716611764,TattedUp704,24,212,C Goga Bitadze F Brandon Ingram G Jevon Carter PF Obi Toppin PG Shake Milton SF Corey Kispert SG Jaden Hardy UTIL LeBron James,,,
8310,3716844387,JMula24 (9/20),24,212,C Isaiah Jackson F Bobby Portis G Jevon Carter PF Jayson Tatum PG Theo Maledon SF Franz Wagner SG Shake Milton UTIL Cameron Payne,,,
8310,3716906821,jbirdmacd,24,212,C Isaiah Jackson F Bobby Portis G Derrick White PF Jalen McDaniels PG Markelle Fultz SF LeBron James SG Shake Milton UTIL Jevon Carter,,,
8310,3716910279,Drepack10 (1/2),24,212,C Alperen Sengun F Bobby Portis G Jaden Hardy PF Obi Toppin PG Cameron Payne SF Brandon Ingram SG Shake Milton UTIL Paul Reed,,,
8310,3716949154,Punisher98 (3/3),24,212,C Cody Zeller F Josh Okogie G Jaden Hardy PF Obi Toppin PG Kevin Porter Jr. SF Max Strus SG Jalen Green UTIL Pascal Siakam,,,
8310,3717071475,chasedeushane (45/75),24,212,C Alperen Sengun F Caleb Martin G Theo Maledon PF Bobby Portis PG Cameron Payne SF Jayson Tatum SG Coby White UTIL Andre Drummond,,,
8310,3717204753,JCruz2 (3/3),24,212,C Alperen Sengun F Bobby Portis G Cameron Payne PF Obi Toppin PG Shake Milton SF Brandon Ingram SG Jaden Hardy UTIL Paul Reed,,,
8310,3717238485,Huntmiles (1/2),24,212,C Paul Reed F Danuel House Jr. G Furkan Korkmaz PF Torrey Craig PG Luka Doncic SF Brandon Ingram SG Svi Mykhailiuk UTIL Thanasis Antetokounmpo,,,
8310,3716483193,Nickelback4Lyfe (102/150),0,212,C Cody Zeller F Franz Wagner G Fred VanVleet PF Jayson Tatum PG Jalen Green SF Max Strus SG Jaden Hardy UTIL Goga Bitadze,,,
8310,3716886830,cgcampbell (1/2),0,212,C Alperen Sengun F Svi Mykhailiuk G Kendrick Nunn PF Jordan Nwora PG Jalen Suggs SF Bogdan Bogdanovic SG Jaden Hardy UTIL Brandon Ingram,,,
8310,3716932810,jazzyh89 (3/3),0,212,C Jalen Duren F Aaron Nesmith G Gabe Vincent PF Bobby Portis PG Jaden Ivey SF Trey Murphy III SG R.J. Hampton UTIL Bennedict Mathurin,,,
8310,3717075887,hale1721,0,212,C Daniel Gafford F Bobby Portis G Shake Milton PF Obi Toppin PG Jalen Suggs SF Quentin Grimes SG Johnny Davis UTIL Alperen Sengun,,,
8310,3717242233,belvideregmen (3/3),0,212,C Andre Drummond F Quentin Grimes G Shake Milton PF Bobby Portis PG Immanuel Quickley SF Jalen McDaniels SG Mikal Bridges UTIL Cody Zeller,,,
8336,3717005476,johnsteed904 (2/4),72,211.75,C Goga Bitadze F Terrence Ross G D'Angelo Russell PF Jalen McDaniels PG Immanuel Quickley SF LeBron James SG Jaden Hardy UTIL Obi Toppin,,,
8336,3716482331,Ramarosa922 (3/10),65.020004,211.75,C Bismack Biyombo F Brandon Ingram G Saben Lee PF Obi Toppin PG Cole Anthony SF Sam Hauser SG Jaden Hardy UTIL Stephen Curry,,,
8336,3717022446,keg4540 (19/150),65.020004,211.75,C Anthony Davis F Marjon Beauchamp G Jaden Hardy PF Draymond Green PG Cameron Payne SF Max Strus SG Shake Milton UTIL Brandon Ingram,,,
8336,3717150415,breid777 (1/3),58.04,211.75,C Isaiah Jackson F Trey Lyles G Shake Milton PF Patrick Williams PG Cameron Payne SF Terence Davis SG Jaden Hardy UTIL Paul Reed,,,
8336,3717156035,Heibs22 (5/150),58.04,211.75,C Goga Bitadze F Ish Wainright G Terence Davis PF Jayson Tatum PG Kevin Porter Jr. SF Brandon Ingram SG Jalen Green UTIL Richaun Holmes,,,
8336,3717130074,Nitram99 (43/150),48,211.75,C Isaiah Jackson F LeBron James G Jaden Hardy PF Jabari Smith Jr. PG Shake Milton SF Bennedict Mathurin SG Immanuel Quickley UTIL Cameron Payne,,,
8336,3717130122,Nitram99 (91/150),48,211.75,C Anthony Davis F LeBron James G Shake Milton PF Pascal Siakam PG Victor Oladipo SF Dalen Terry SG Gabe Vincent UTIL Jaden Hardy,,,
8336,3716447730,westonselman (13/150),41.02,211.75,C Isaiah Jackson F Marjon Beauchamp G Stephen Curry PF Bobby Portis PG Victor Oladipo SF Buddy Hield SG Jaden Hardy UTIL LeBron James,,,
8336,3717048095,l800Eddie (150/150),41.02,211.75,C Isaiah Jackson F LeBron James G Jaden Hardy PF Duncan Robinson PG Andrew Nembhard SF Bennedict Mathurin SG Shake Milton UTIL Stephen Curry,,,
8336,3717136893,tokkien (3/3),41.02,211.75,C Dwight Powell F Svi Mykhailiuk G Landry Shamet PF Patrick Williams PG Stephen Curry SF Brandon Ingram SG Alex Caruso UTIL Johnny Davis,,,
8336,3717151712,hailskinz1 (2/2),41.02,211.75,C Isaiah Jackson F Terence Davis G Jaden Springer PF Pascal Siakam PG Cameron Payne SF Jayson Tatum SG Jaden Hardy UTIL Immanuel Quickley,,,
8336,3717156053,Heibs22 (23/150),41.02,211.75,C Goga Bitadze F Terence Davis G Ja Morant PF Jericho Sims PG Kevin Porter Jr. SF Jayson Tatum SG Jalen Green UTIL Ish Wainright,,,
8336,3717188927,curt777 (25/46),41.02,211.75,C Isaiah Jackson F Terence Davis G Cameron Payne PF Jayson Tatum PG Immanuel Quickley SF Brandon Ingram SG Shake Milton UTIL Andre Drummond,,,
8336,3717066284,1PerfectLineup,34.04,211.75,C Alperen Sengun F Harrison Barnes G Jaden Hardy PF Aaron Nesmith PG Jaden Ivey SF Jordan Nwora SG Bryce McGowens UTIL Jordan Poole,,,
8336,3717246911,phunkyson,34.04,211.75,C Bobby Portis F Anthony Lamb G Gary Payton II PF Cameron Johnson PG CJ McCollum SF Brandon Ingram SG Jaden Ivey UTIL Goga Bitadze,,,
8336,3716914181,chasedeushane (31/75),24,211.75,C Alperen Sengun F Bol Bol G Cameron Payne PF Bobby Portis PG Jevon Carter SF Brandon Ingram SG Coby White UTIL Jaden Hardy,,,
8336,3717115957,mattfurlan (1/3),24,211.75,C Andre Drummond F Quentin Grimes G Cameron Payne PF Bobby Portis PG Victor Oladipo SF Jayson Tatum SG Shake Milton UTIL Alperen Sengun,,,
8336,3717150588,cquach626,24,211.75,C Goga Bitadze F Jayson Tatum G Jevon Carter PF Bobby Portis PG Theo Maledon SF OG Anunoby SG Shake Milton UTIL Cameron Payne,,,
8336,3717172305,iamace85,24,211.75,C Goga Bitadze F Obi Toppin G Shake Milton PF Bobby Portis PG Derrick White SF Quentin Grimes SG Immanuel Quickley UTIL Josh Okogie,,,
8336,3717244727,Tavares14,24,211.75,C Bobby Portis F Quentin Grimes G Johnny Davis PF Obi Toppin PG Shake Milton SF Terrence Ross SG Immanuel Quickley UTIL Coby White,,,
8336,3717276642,INeed2Win,24,211.75,C Alperen Sengun F Brandon Ingram G Shake Milton PF Bobby Portis PG Cameron Payne SF Trey Murphy III SG Jaden Hardy UTIL Andre Drummond,,,
8336,3716698553,DenDeitch,17.02,211.75,C Bol Bol F Scottie Barnes G Jordan Poole PF Xavier Cooks PG Shake Milton SF Josh Hart SG Mikal Bridges UTIL Alperen Sengun,,,
8336,3717010136,Tonk265,0,211.75,C Goga Bitadze F Corey Kispert G Kevin Porter Jr. PF Bobby Portis PG Jevon Carter SF Quentin Grimes SG Mikal Bridges UTIL Haywood Highsmith,,,
8336,3717107758,Scoopy14,0,211.75,C Goga Bitadze F Bobby Portis G Jalen Suggs PF Bol Bol PG Immanuel Quickley SF Saddiq Bey SG Quentin Grimes UTIL Trae Young,,,
8336,3717109857,Just4me (5/6),0,211.75,C Cody Zeller F Obi Toppin G Immanuel Quickley PF Bol Bol PG Gabe Vincent SF Quentin Grimes SG Shake Milton UTIL Jayson Tatum,,,
8336,3717155850,ryanmike17,0,211.75,C Alperen Sengun F Quentin Grimes G Shake Milton PF Bol Bol PG Immanuel Quickley SF Corey Kispert SG Jaden Hardy UTIL Bobby Portis,,,
8336,3717165030,smk1786 (2/2),0,211.75,C Daniel Gafford F Duncan Robinson G Jalen Suggs PF JT Thor PG Immanuel Quickley SF Jayson Tatum SG Jalen Green UTIL Gary Trent Jr.,,,
8336,3717188929,curt777 (27/46),0,211.75,C Isaiah Jackson F Quentin Grimes G Jaden Hardy PF Jordan Nwora PG Immanuel Quickley SF Brandon Ingram SG Shake Milton UTIL Andre Drummond,,,
8336,3717201370,KyleFsu4life,0,211.75,C Goga Bitadze F Caleb Martin G Shake Milton PF Bobby Portis PG Luka Doncic SF Svi Mykhailiuk SG Cole Anthony UTIL JT Thor,,,
8365,3716801394,papagates (32/150),82.04001,211.5,C Alperen Sengun F Terence Davis G Cameron Payne PF Duncan Robinson PG Stephen Curry SF Marjon Beauchamp SG Jaden Hardy UTIL Anthony Davis,,,
8365,3716959983,romindra,82.04,211.5,C Isaiah Jackson F LeBron James G Cameron Payne PF Harrison Barnes PG Cole Anthony SF Brandon Ingram SG Victor Oladipo UTIL Keegan Murray,,,
8365,3717006432,fishy22,72,211.5,C Anthony Davis F LeBron James G Luke Kennard PF RJ Barrett PG Shake Milton SF Max Strus SG Furkan Korkmaz UTIL Cameron Payne,,,
8365,3717189746,loegs14 (6/27),72,211.5,C Goga Bitadze F LeBron James G Cameron Payne PF Jaren Jackson Jr. PG Jalen Suggs SF Marjon Beauchamp SG Jaden Hardy UTIL Anthony Davis,,,
8365,3716570770,bpcologna (137/150),65.020004,211.5,C Isaiah Jackson F LeBron James G Lindell Wigginton PF Bol Bol PG Theo Maledon SF Terence Davis SG Jaden Hardy UTIL Anthony Davis,,,
8365,3717045660,butler2222 (4/20),65.020004,211.5,C Anthony Davis F Brandon Ingram G AJ Green PF Jae Crowder PG Lindell Wigginton SF Terence Davis SG Jaden Springer UTIL LeBron James,,,
8365,3717045662,butler2222 (6/20),65.020004,211.5,C Anthony Davis F Brandon Ingram G AJ Green PF Jae Crowder PG Lindell Wigginton SF Terence Davis SG Jaden Springer UTIL LeBron James,,,
8365,3717106084,Internetmoneybets (2/2),65.020004,211.5,C Paul Reed F Brandon Ingram G Shake Milton PF Bobby Portis PG Cameron Payne SF Josh Okogie SG Jaden Springer UTIL Stephen Curry,,,
8365,3716408645,garnes222 (57/150),48,211.5,C Isaiah Jackson F LeBron James G Jaden Hardy PF Caleb Martin PG CJ McCollum SF Brandon Ingram SG Shake Milton UTIL Cameron Payne,,,
8365,3716447845,westonselman (128/150),48,211.5,C Omer Yurtseven F LeBron James G Cameron Payne PF Bobby Portis PG Shake Milton SF Brandon Ingram SG Jalen Green UTIL Goga Bitadze,,,
8365,3716943863,chris41658 (2/25),48,211.5,C Paul Reed F LeBron James G Jaden Hardy PF Jalen McDaniels PG Ja Morant SF Jordan Nwora SG Jaden Springer UTIL Cameron Payne,,,
8365,3717022497,keg4540 (70/150),48,211.5,C Isaiah Jackson F LeBron James G CJ McCollum PF Caleb Martin PG Shake Milton SF Brandon Ingram SG Jaden Hardy UTIL Cameron Payne,,,
8365,3717130118,Nitram99 (87/150),48,211.5,C Goga Bitadze F LeBron James G Jaden Hardy PF Jaren Jackson Jr. PG Jalen Suggs SF Brandon Ingram SG Gabe Vincent UTIL Cameron Payne,,,
8365,3717243584,mcdolemk (24/25),41.02,211.5,C Andre Drummond F Brandon Ingram G Terence Davis PF Jayson Tatum PG Victor Oladipo SF LeBron James SG Shake Milton UTIL Isaiah Jackson,,,
8365,3716581599,Hobohobos (44/54),24,211.5,C Nic Claxton F Brandon Ingram G Cameron Payne PF Jabari Smith Jr. PG Victor Oladipo SF Franz Wagner SG Gabe Vincent UTIL Bobby Portis,,,
8365,3717029740,klambkins,24,211.5,C Omer Yurtseven F Josh Okogie G Luka Doncic PF Caleb Martin PG Gabe Vincent SF Jayson Tatum SG Jaden Springer UTIL Jaden Ivey,,,
8365,3717114893,packrat999,24,211.5,C Daniel Gafford F Corey Kispert G Cameron Payne PF Bobby Portis PG Payton Pritchard SF Jayson Tatum SG Max Strus UTIL Kevin Porter Jr.,,,
8365,3717163240,scrawl,24,211.5,C Goga Bitadze F Obi Toppin G Shake Milton PF Duncan Robinson PG Immanuel Quickley SF Brandon Ingram SG Jalen Suggs UTIL LeBron James,,,
8365,3716770011,jeffbug,17.02,211.5,C Daniel Gafford F JT Thor G Stephen Curry PF Obi Toppin PG Kendrick Nunn SF Bennedict Mathurin SG Svi Mykhailiuk UTIL Bol Bol,,,
8365,3717047902,marktehbaws,17.02,211.5,C John Collins F Gary Trent Jr. G Jaden Hardy PF Cameron Johnson PG Stephen Curry SF Brandon Ingram SG Bogdan Bogdanovic UTIL Frank Ntilikina,,,
8365,3717210656,HouseWard (5/8),17.02,211.5,C Andre Drummond F Buddy Hield G Jevon Carter PF Bobby Portis PG Stephen Curry SF Jalen McDaniels SG Derrick White UTIL Isaiah Jackson,,,
8365,3716402376,Deus_Ninja_Omega (3/7),0,211.5,C Goga Bitadze F Max Strus G Luka Doncic PF Bol Bol PG Immanuel Quickley SF Quentin Grimes SG Shake Milton UTIL Bogdan Bogdanovic,,,
8365,3717071453,pedroabouttowin (2/3),0,211.5,C Onyeka Okongwu F JT Thor G Payton Pritchard PF Scottie Barnes PG Dejounte Murray SF Corey Kispert SG Immanuel Quickley UTIL Jordan Nwora,,,
8365,3717092617,barmstrong63,0,211.5,C Daniel Gafford F Georges Niang G Jevon Carter PF JT Thor PG Luka Doncic SF Svi Mykhailiuk SG Jalen Suggs UTIL Jaden Hardy,,,
8365,3717104443,WestsideMaulers (1/2),0,211.5,C Jay Huff F Bol Bol G Johnny Davis PF Obi Toppin PG Immanuel Quickley SF Brandon Ingram SG Trey Murphy III UTIL Jalen Suggs,,,
8365,3717199745,hammer08 (3/4),0,211.5,C Bobby Portis F Aaron Nesmith G Shake Milton PF Caleb Martin PG Ja Morant SF Bennedict Mathurin SG Jaden Ivey UTIL Isaiah Jackson,,,
8391,3716447761,westonselman (44/150),48,211.25,C Anthony Davis F Bol Bol G Jaden Hardy PF Jordan Nwora PG Kevin Porter Jr. SF Haywood Highsmith SG Victor Oladipo UTIL LeBron James,,,
8391,3716842447,caryreynolds11,41.02,211.25,C Isaiah Jackson F Jayson Tatum G CJ McCollum PF Bol Bol PG Shake Milton SF Terence Davis SG Jaden Hardy UTIL Anthony Davis,,,
8391,3717006787,hixx (138/150),41.02,211.25,C Anthony Davis F Bennedict Mathurin G Jaden Hardy PF Pascal Siakam PG Victor Oladipo SF Max Strus SG Andrew Nembhard UTIL Terence Davis,,,
8391,3717204033,bayboychiefs,41.02,211.25,C Isaiah Jackson F Terence Davis G Jaden Hardy PF Bobby Portis PG Shake Milton SF Brandon Ingram SG Victor Oladipo UTIL Anthony Davis,,,
8391,3716738514,jmike96 (1/10),24,211.25,C Goga Bitadze F Franz Wagner G Cameron Payne PF Bobby Portis PG Luka Doncic SF Haywood Highsmith SG Immanuel Quickley UTIL Shake Milton,,,
8391,3716789694,webthekid (146/150),24,211.25,C Isaiah Jackson F LeBron James G Spencer Dinwiddie PF Duncan Robinson PG Theo Maledon SF Caleb Martin SG Jaden Hardy UTIL Nikola Vucevic,,,
8391,3716943880,chris41658 (19/25),24,211.25,C Paul Reed F LeBron James G Ja Morant PF KJ Martin PG Shake Milton SF Jordan Nwora SG Jaden Springer UTIL Jaden Hardy,,,
8391,3717130174,Nitram99 (143/150),24,211.25,C Paul Reed F Marjon Beauchamp G Jaden Hardy PF Pascal Siakam PG Fred VanVleet SF Max Strus SG Mikal Bridges UTIL Cameron Payne,,,
8391,3717184767,Dexter1967,24,211.25,C Al Horford F LeBron James G Shake Milton PF Bobby Portis PG Immanuel Quickley SF Jalen McDaniels SG Jalen Suggs UTIL Johnny Davis,,,
8391,3717221396,jc9389 (4/8),24,211.25,C Andre Drummond F Quentin Grimes G Victor Oladipo PF Bol Bol PG CJ McCollum SF Brandon Ingram SG Immanuel Quickley UTIL Bismack Biyombo,,,
8391,3716483201,Nickelback4Lyfe (110/150),17.02,211.25,C Jalen Duren F Terence Davis G AJ Green PF Jayson Tatum PG Kevin Porter Jr. SF Marjon Beauchamp SG Desmond Bane UTIL Jaden Hardy,,,
8391,3717029976,Reik_H,17.02,211.25,C Paul Reed F Svi Mykhailiuk G Jevon Carter PF Bobby Portis PG Stephen Curry SF Corey Kispert SG Jaden Hardy UTIL Victor Oladipo,,,
8391,3716913741,mongol3 (1/5),0,211.25,C Jay Huff F Obi Toppin G Immanuel Quickley PF Bobby Portis PG Andrew Nembhard SF Svi Mykhailiuk SG Johnny Davis UTIL Goga Bitadze,,,
8391,3716927476,Weare138 (20/20),0,211.25,C Isaiah Jackson F Bobby Portis G Mikal Bridges PF Haywood Highsmith PG CJ McCollum SF Max Strus SG Jaden Springer UTIL Ja Morant,,,
8391,3716967733,tuffyz (3/3),0,211.25,C Bol Bol F Jayson Tatum G Svi Mykhailiuk PF Jae Crowder PG Fred VanVleet SF Bennedict Mathurin SG Corey Kispert UTIL Jalen Suggs,,,
8391,3717122944,Scarlito,0,211.25,C Goga Bitadze F Jericho Sims G Quentin Grimes PF Bol Bol PG Immanuel Quickley SF Brandon Ingram SG Jalen Suggs UTIL Pascal Siakam,,,
8391,3717215916,teobolsaethan,0,211.25,C Daniel Gafford F Royce O'Neale G Kendrick Nunn PF Jordan Nwora PG Delon Wright SF Jayson Tatum SG Jaden Ivey UTIL Xavier Sneed,,,
8408,3716908971,brandonak9923,96,211,C Anthony Davis F LeBron James G Cameron Payne PF Bol Bol PG Victor Oladipo SF Cameron Johnson SG Terrence Ross UTIL Nic Claxton,,,
8408,3717142719,JFPGOLF,65.020004,211,C Guillermo Hernangómez F Josh Okogie G Stephen Curry PF Derrick Jones Jr. PG Trae Young SF Brandon Ingram SG Terrence Ross UTIL Royce O'Neale,,,
8408,3716811596,papagates (103/150),58.04,211,C Isaiah Jackson F LeBron James G Jaden Hardy PF Draymond Green PG Coby White SF Max Strus SG Jaden Springer UTIL Stephen Curry,,,
8408,3716878087,jgreenblatt (24/60),58.04,211,C Goga Bitadze F Terence Davis G Stephen Curry PF Duncan Robinson PG Victor Oladipo SF Brandon Ingram SG Jaden Hardy UTIL LeBron James,,,
8408,3716447862,westonselman (145/150),48,211,C Anthony Davis F Jalen McDaniels G Jaden Hardy PF Jordan Nwora PG Jevon Carter SF Caleb Martin SG Victor Oladipo UTIL LeBron James,,,
8408,3716509642,Flajive2 (11/37),48,211,C Alperen Sengun F Patrick Williams G Bryce McGowens PF Jabari Smith Jr. PG Cameron Payne SF LeBron James SG Johnny Davis UTIL James Wiseman,,,
8408,3716989875,kingkong33 (2/6),48,211,C Bobby Portis F Terrence Ross G CJ McCollum PF Jabari Smith Jr. PG Immanuel Quickley SF Josh Okogie SG Coby White UTIL Tari Eason,,,
8408,3717091933,jbens50,48,211,C Anthony Davis F Obi Toppin G Jaden Hardy PF Patrick Williams PG Cameron Payne SF Chuma Okeke SG Shake Milton UTIL Luka Doncic,,,
8408,3717105599,tommyboy42609 (1/2),48,211,C Andre Drummond F LeBron James G Coby White PF Georges Niang PG CJ McCollum SF Brandon Ingram SG Jaden Hardy UTIL Cameron Payne,,,
8408,3716447720,westonselman (3/150),41.02,211,C Goga Bitadze F Bol Bol G Stephen Curry PF Duncan Robinson PG Shake Milton SF Brandon Ingram SG Jaden Hardy UTIL LeBron James,,,
8408,3716930691,bcalicore (14/20),34.04,211,C Nic Claxton F Pascal Siakam G Jaden Hardy PF Duncan Robinson PG Gabe Vincent SF Terence Davis SG Andrew Nembhard UTIL Stephen Curry,,,
8408,3717069041,lockdowndave,34.04,211,C Obi Toppin F Jayson Tatum G Ja Morant PF Harrison Barnes PG George Hill SF KJ Martin SG Victor Oladipo UTIL Donte DiVincenzo,,,
8408,3716701811,mbhabes (3/50),24,211,C Bobby Portis F Brandon Ingram G Jaden Hardy PF Jayson Tatum PG Victor Oladipo SF Max Strus SG Shake Milton UTIL Cameron Payne,,,
8408,3717176006,AP7x (13/19),24,211,C Isaiah Jackson F Quentin Grimes G Cameron Payne PF Obi Toppin PG Jaden Ivey SF Brandon Ingram SG Jaden Hardy UTIL Isaiah Hartenstein,,,
8408,3717246779,ajkdrfc (5/6),24,211,C Isaiah Jackson F Brandon Ingram G Frank Ntilikina PF Bobby Portis PG Cameron Payne SF Quentin Grimes SG Shake Milton UTIL Mikal Bridges,,,
8408,3716430968,brigre07042,17.02,211,C Alperen Sengun F Jonathan Kuminga G Sam Hauser PF Bobby Portis PG Andrew Nembhard SF Svi Mykhailiuk SG Quentin Grimes UTIL Bol Bol,,,
8408,3717059897,deleonsr18 (4/5),17.02,211,C Jalen Duren F Jayson Tatum G Delon Wright PF Anthony Gill PG Cole Anthony SF Svi Mykhailiuk SG Corey Kispert UTIL Alex Len,,,
8408,3717079754,BashXXX,17.02,211,C Bobby Portis F Bol Bol G Stephen Curry PF Obi Toppin PG Cole Anthony SF Jalen McDaniels SG Jalen Suggs UTIL Kevin Porter Jr.,,,
8408,3716580419,noahkasino (2/3),0,211,C Robert Williams F Josh Hart G Jordan Goodwin PF Royce O'Neale PG Jalen Suggs SF Svi Mykhailiuk SG Mikal Bridges UTIL Jonas Valanciunas,,,
8408,3716685150,Pkingz,0,211,C Bobby Portis F Max Strus G Svi Mykhailiuk PF Obi Toppin PG Immanuel Quickley SF John Konchar SG Quentin Grimes UTIL Georges Niang,,,
8408,3716798265,bonnynam,0,211,C Cody Zeller F Bol Bol G Delon Wright PF Pascal Siakam PG Immanuel Quickley SF Scottie Barnes SG Jaden Hardy UTIL Shake Milton,,,
8408,3716923066,edwil,0,211,C Andre Drummond F Obi Toppin G Jaden Ivey PF Bobby Portis PG Jalen Green SF Svi Mykhailiuk SG Cole Anthony UTIL Paul Reed,,,
8408,3716990185,yongcyoon (1/5),0,211,C Cody Zeller F Bogdan Bogdanovic G Bryce McGowens PF Bobby Portis PG Immanuel Quickley SF Quentin Grimes SG Trey Murphy III UTIL Shake Milton,,,
