Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
893,3717233750,JMo1813,24,286.75,C Jalen Duren F Pascal Siakam G Cameron Payne PF Jalen McDaniels PG Jalen Green SF Brandon Ingram SG Shake Milton UTIL Isaiah Jackson,,,
893,3717244743,Gabexl84,24,286.75,C Paul Reed F Brandon Ingram G Cameron Payne PF Jalen McDaniels PG Trae Young SF Max Strus SG Jaden Hardy UTIL Alperen Sengun,,,
893,3717248159,THELAND (5/8),24,286.75,C Alperen Sengun F Svi Mykhailiuk G Theo Maledon PF Pascal Siakam PG Cameron Payne SF KJ Martin SG Jaden Springer UTIL Mark Williams,,,
893,3716878103,jgreenblatt (40/60),17.02,286.75,C Paul Reed F Jaren Jackson Jr. G Shake Milton PF Haywood Highsmith PG Stephen Curry SF Brandon Ingram SG Victor Oladipo UTIL Jaden Hardy,,,
893,3716918514,Weare138 (1/20),0,286.75,C Mark Williams F Bobby Portis G Trae Young PF Jalen McDaniels PG Victor Oladipo SF Jayson Tatum SG Shake Milton UTIL Jaden Hardy,,,
893,3717166611,Patman226,0,286.75,C Alperen Sengun F Bol Bol G Jaden Ivey PF John Collins PG Jalen Green SF KJ Martin SG Svi Mykhailiuk UTIL Delon Wright,,,
907,3716408625,garnes222 (37/150),65.020004,286.5,C Alperen Sengun F LeBron James G Austin Reaves PF Jalen McDaniels PG Coby White SF Patrick Williams SG Shake Milton UTIL Draymond Green,,,
907,3716667003,ChipotleAddict (56/150),48,286.5,C Goga Bitadze F LeBron James G Trae Young PF Jalen McDaniels PG Victor Oladipo SF Brandon Ingram SG Jaden Hardy UTIL Cameron Payne,,,
907,3717250179,SteveyBallGame (43/44),48,286.5,C Isaiah Jackson F LeBron James G Shake Milton PF Jae Crowder PG Trae Young SF Brandon Ingram SG Victor Oladipo UTIL Cameron Payne,,,
907,3716970485,bgreseth (98/150),41.02,286.5,C Alperen Sengun F Terence Davis G Shake Milton PF Jalen McDaniels PG Theo Maledon SF Brandon Ingram SG Jaden Springer UTIL LeBron James,,,
907,3716542327,chasedeushane (16/75),24,286.5,C Alperen Sengun F Franz Wagner G Cameron Payne PF Patrick Williams PG Luka Doncic SF Svi Mykhailiuk SG Coby White UTIL Goga Bitadze,,,
907,3716943882,chris41658 (21/25),24,286.5,C Isaiah Jackson F Brandon Ingram G Ja Morant PF Jalen McDaniels PG Theo Maledon SF Jordan Nwora SG Shake Milton UTIL Cameron Payne,,,
907,3717088959,KINGBUXS (5/5),24,286.5,C Alperen Sengun F Jae Crowder G Jaden Hardy PF Cameron Johnson PG Jaden Ivey SF Svi Mykhailiuk SG Jalen Green UTIL Cameron Payne,,,
907,3717144376,paulbrown_19 (3/4),24,286.5,C Alperen Sengun F Svi Mykhailiuk G Luka Doncic PF Duncan Robinson PG Cameron Payne SF Jalen McDaniels SG Shake Milton UTIL Jalen Green,,,
907,3716836588,ShaidyAdvice (15/150),17.02,286.5,C Goga Bitadze F RJ Barrett G Jaden Hardy PF Jabari Smith Jr. PG Shake Milton SF Brandon Ingram SG Victor Oladipo UTIL Stephen Curry,,,
907,3716896049,MPascavis (44/150),0,286.5,C Goga Bitadze F Jaren Jackson Jr. G Ja Morant PF Duncan Robinson PG Trae Young SF Max Strus SG Jaden Ivey UTIL Meyers Leonard,,,
907,3716896139,MPascavis (134/150),0,286.5,C Goga Bitadze F Theo Pinson G Lindell Wigginton PF Jae Crowder PG Spencer Dinwiddie SF Brandon Ingram SG Mikal Bridges UTIL CJ McCollum,,,
907,3716908442,kckoch20,0,286.5,C Alperen Sengun F Derrick Jones Jr. G Immanuel Quickley PF Obi Toppin PG Victor Oladipo SF Jalen McDaniels SG Shake Milton UTIL Luka Doncic,,,
907,3717034395,apeterson8809 (12/20),0,286.5,C Goga Bitadze F Davis Bertans G Immanuel Quickley PF Jaren Jackson Jr. PG Theo Maledon SF Brandon Ingram SG Shake Milton UTIL Jaden Hardy,,,
920,3717121177,tomjk321 (131/150),41.02,286.25,C Paul Reed F Terence Davis G Jaden Springer PF Jaren Jackson Jr. PG Theo Maledon SF Jalen McDaniels SG Jalen Green UTIL Anthony Davis,,,
920,3716943862,chris41658 (1/25),24,286.25,C Andre Drummond F Brandon Ingram G Coby White PF Jaren Jackson Jr. PG Ja Morant SF Jalen McDaniels SG Shake Milton UTIL Cameron Payne,,,
920,3716970528,bgreseth (141/150),24,286.25,C Alperen Sengun F LeBron James G Lindell Wigginton PF Pascal Siakam PG Theo Maledon SF Jae Crowder SG Jaden Springer UTIL Isaiah Jackson,,,
920,3716987064,Hobohobos (49/54),24,286.25,C Isaiah Jackson F Pascal Siakam G Killian Hayes PF JT Thor PG Cameron Payne SF Brandon Ingram SG Shake Milton UTIL Theo Maledon,,,
920,3717128509,tomjk321 (144/150),24,286.25,C Paul Reed F LeBron James G Lindell Wigginton PF Pascal Siakam PG Trae Young SF Jalen McDaniels SG Jaden Springer UTIL Jaden Hardy,,,
920,3716878070,jgreenblatt (7/60),17.02,286.25,C Alperen Sengun F Pascal Siakam G Jaden Hardy PF Jordan Nwora PG Shake Milton SF Marjon Beauchamp SG Victor Oladipo UTIL Stephen Curry,,,
920,3716970443,bgreseth (56/150),17.02,286.25,C Paul Reed F Brandon Ingram G Victor Oladipo PF Jaren Jackson Jr. PG Theo Maledon SF Caleb Martin SG Jaden Ivey UTIL Terence Davis,,,
920,3717146346,kush69,17.02,286.25,C Isaiah Jackson F Trey Murphy III G Stephen Curry PF Pascal Siakam PG Shake Milton SF Jae Crowder SG Andrew Nembhard UTIL Goga Bitadze,,,
920,3716896064,MPascavis (59/150),0,286.25,C Omer Yurtseven F Jaren Jackson Jr. G CJ McCollum PF Duncan Robinson PG Shake Milton SF Buddy Hield SG Jaden Ivey UTIL Ja Morant,,,
920,3717126037,jbfortuna,0,286.25,C Marvin Bagley III F KJ Martin G Svi Mykhailiuk PF Cameron Johnson PG Jaden Ivey SF Patrick Williams SG Trey Murphy III UTIL Obi Toppin,,,
930,3717157626,letsgobucs412,58.04,286,C Goga Bitadze F Terence Davis G Stephen Curry PF Herbert Jones PG Trae Young SF Brandon Ingram SG Shake Milton UTIL Cameron Payne,,,
930,3716924003,billsfan777 (126/150),41.02,286,C Isaiah Jackson F Brandon Ingram G Lindell Wigginton PF Draymond Green PG Theo Maledon SF Marjon Beauchamp SG Victor Oladipo UTIL Anthony Davis,,,
930,3716878075,jgreenblatt (12/60),24,286,C Alperen Sengun F Brandon Ingram G Jaden Hardy PF Jaren Jackson Jr. PG Victor Oladipo SF Franz Wagner SG Shake Milton UTIL Cameron Payne,,,
930,3717121171,tomjk321 (125/150),24,286,C Alperen Sengun F LeBron James G Jalen Suggs PF Pascal Siakam PG Theo Maledon SF Marjon Beauchamp SG Shake Milton UTIL Lindell Wigginton,,,
930,3717208867,MrGold26 (2/6),24,286,C Jay Huff F Pascal Siakam G Cameron Payne PF Georges Niang PG Shake Milton SF Jalen McDaniels SG Jaden Ivey UTIL Luka Doncic,,,
930,3716570771,bpcologna (138/150),17.02,286,C Meyers Leonard F Terence Davis G Trae Young PF Jalen McDaniels PG Jaden Ivey SF Brandon Ingram SG Andrew Nembhard UTIL Jaden Hardy,,,
930,3716447852,westonselman (135/150),0,286,C Alperen Sengun F Brandon Ingram G Mikal Bridges PF Jalen McDaniels PG Andrew Nembhard SF Max Strus SG Victor Oladipo UTIL Jaden Hardy,,,
930,3716671962,johnderrickjester (1/9),0,286,C Alperen Sengun F Bol Bol G Shake Milton PF Bobby Portis PG Theo Maledon SF Buddy Hield SG Jaden Ivey UTIL Jalen Green,,,
930,3717006739,hixx (90/150),0,286,C Alperen Sengun F Marjon Beauchamp G Trae Young PF Bobby Portis PG Theo Maledon SF Svi Mykhailiuk SG Jaden Springer UTIL Jaden Hardy,,,
930,3717043802,jeffblue103,0,286,C Marvin Bagley III F Haywood Highsmith G Immanuel Quickley PF Bobby Portis PG Shake Milton SF Jalen McDaniels SG Jaden Ivey UTIL Theo Maledon,,,
930,3717084960,ryking,0,286,C Alperen Sengun F Jalen McDaniels G Kendrick Nunn PF Georges Niang PG Luka Doncic SF Svi Mykhailiuk SG Shake Milton UTIL Johnny Davis,,,
941,3717202386,showmethemoney13 (1/10),41.02,285.75,C Andre Drummond F Jayson Tatum G Stephen Curry PF Georges Niang PG Trae Young SF Jalen McDaniels SG Shake Milton UTIL Cameron Payne,,,
941,3716443609,dacoltz (78/150),24,285.75,C Alperen Sengun F LeBron James G Lindell Wigginton PF Duncan Robinson PG Theo Maledon SF Brandon Ingram SG Shake Milton UTIL Isaiah Jackson,,,
941,3716903244,Obinna74,24,285.75,C Al Horford F Herbert Jones G Jalen Green PF Obi Toppin PG Killian Hayes SF Josh Okogie SG Jaden Ivey UTIL Kevin Porter Jr.,,,
941,3717121181,tomjk321 (135/150),24,285.75,C Goga Bitadze F LeBron James G Coby White PF Jaren Jackson Jr. PG Lindell Wigginton SF Brandon Ingram SG Jaden Springer UTIL Jaden Hardy,,,
941,3716976257,point124 (2/5),17.02,285.75,C Paul Reed F Haywood Highsmith G Trae Young PF Jalen Johnson PG Jaden Ivey SF Terence Davis SG Mikal Bridges UTIL Immanuel Quickley,,,
941,3716483100,Nickelback4Lyfe (9/150),0,285.75,C Alperen Sengun F Marjon Beauchamp G Jaden Springer PF Pascal Siakam PG Jaden Ivey SF Franz Wagner SG Jalen Green UTIL Paul Reed,,,
947,3716712660,scolimon (4/5),48,285.5,C Alperen Sengun F Brandon Ingram G Cameron Payne PF Torrey Craig PG Trae Young SF Jalen McDaniels SG Jaden Hardy UTIL Paul Reed,,,
947,3716976442,retblatt216 (2/4),41.02,285.5,C Goga Bitadze F Brandon Ingram G Cameron Payne PF Georges Niang PG Stephen Curry SF Jayson Tatum SG Victor Oladipo UTIL Shake Milton,,,
947,3716805526,jtchancey (2/5),24,285.5,C Anthony Davis F Jalen McDaniels G Shake Milton PF RJ Barrett PG Victor Oladipo SF Max Strus SG Jaden Hardy UTIL Brandon Ingram,,,
947,3716878071,jgreenblatt (8/60),24,285.5,C Goga Bitadze F LeBron James G Shake Milton PF Al Horford PG Trae Young SF Brandon Ingram SG Victor Oladipo UTIL Jaden Hardy,,,
947,3716924027,billsfan777 (150/150),24,285.5,C Paul Reed F LeBron James G Lindell Wigginton PF Jaren Jackson Jr. PG Trae Young SF Max Strus SG Shake Milton UTIL Jaden Hardy,,,
947,3716896098,MPascavis (93/150),17.02,285.5,C Isaiah Jackson F Marjon Beauchamp G Stephen Curry PF John Collins PG Trae Young SF Max Strus SG Jaden Hardy UTIL Alperen Sengun,,,
947,3717141399,vietcong728,17.02,285.5,C Isaiah Jackson F Terence Davis G Shake Milton PF Obi Toppin PG Trae Young SF Brandon Ingram SG Jaden Ivey UTIL Cody Zeller,,,
947,3716408695,garnes222 (107/150),0,285.5,C Alperen Sengun F Trey Murphy III G Shake Milton PF Jayson Tatum PG Andrew Nembhard SF Jordan Nwora SG Victor Oladipo UTIL Jaden Hardy,,,
947,3716581349,Hobohobos (24/54),0,285.5,C Alperen Sengun F Justin Holiday G Theo Maledon PF Jabari Smith Jr. PG Andrew Nembhard SF Brandon Ingram SG Victor Oladipo UTIL Jevon Carter,,,
947,3716789658,webthekid (110/150),0,285.5,C Mark Williams F Marjon Beauchamp G Immanuel Quickley PF Jayson Tatum PG Theo Maledon SF Buddy Hield SG Shake Milton UTIL Paul Reed,,,
947,3716972151,bck4gators,0,285.5,C Alperen Sengun F Obi Toppin G Lindell Wigginton PF Pascal Siakam PG Shake Milton SF Brandon Ingram SG Jaden Hardy UTIL Marjon Beauchamp,,,
947,3717047961,l800Eddie (16/150),0,285.5,C Isaiah Jackson F Duncan Robinson G Trae Young PF Jabari Smith Jr. PG Theo Maledon SF Brandon Ingram SG Jaden Hardy UTIL Coby White,,,
947,3717084190,RubioDimes (1/3),0,285.5,C Alperen Sengun F Obi Toppin G Lindell Wigginton PF Pascal Siakam PG Shake Milton SF Brandon Ingram SG Jaden Hardy UTIL Marjon Beauchamp,,,
947,3717084300,RubioDimes (2/3),0,285.5,C Alperen Sengun F Obi Toppin G Lindell Wigginton PF Pascal Siakam PG Shake Milton SF Brandon Ingram SG Jaden Hardy UTIL Marjon Beauchamp,,,
947,3717084301,RubioDimes (3/3),0,285.5,C Alperen Sengun F Obi Toppin G Lindell Wigginton PF Pascal Siakam PG Shake Milton SF Brandon Ingram SG Jaden Hardy UTIL Marjon Beauchamp,,,
947,3717106578,freakyfan (1/3),0,285.5,C Cody Zeller F Jae Crowder G Theo Maledon PF Jaren Jackson Jr. PG Kevin Porter Jr. SF Franz Wagner SG Derrick White UTIL Goga Bitadze,,,
947,3717201287,freakyfan (2/3),0,285.5,C Cody Zeller F Jae Crowder G Theo Maledon PF Jaren Jackson Jr. PG Kevin Porter Jr. SF Franz Wagner SG Derrick White UTIL Goga Bitadze,,,
947,3717212904,freakyfan (3/3),0,285.5,C Cody Zeller F Jae Crowder G Theo Maledon PF Jaren Jackson Jr. PG Kevin Porter Jr. SF Franz Wagner SG Derrick White UTIL Goga Bitadze,,,
965,3716970422,bgreseth (35/150),34.04,285.25,C Isaiah Jackson F Terence Davis G Stephen Curry PF Jaren Jackson Jr. PG Lindell Wigginton SF Brandon Ingram SG Jaden Springer UTIL Mark Williams,,,
965,3716785588,LorenzoStax (49/50),24,285.25,C Paul Reed F LeBron James G Jaden Springer PF Pascal Siakam PG Theo Maledon SF Marjon Beauchamp SG Jaden Ivey UTIL Lindell Wigginton,,,
965,3717121169,tomjk321 (123/150),24,285.25,C Isaiah Jackson F LeBron James G Trae Young PF RJ Barrett PG Cole Anthony SF Marjon Beauchamp SG Shake Milton UTIL Jaden Hardy,,,
965,3716443589,dacoltz (58/150),0,285.25,C Alperen Sengun F Marjon Beauchamp G Ja Morant PF Jordan Nwora PG Trae Young SF Max Strus SG Shake Milton UTIL Jaden Hardy,,,
965,3716447807,westonselman (90/150),0,285.25,C Alperen Sengun F Brandon Ingram G Mikal Bridges PF Haywood Highsmith PG Jaden Ivey SF Max Strus SG Victor Oladipo UTIL Jaden Hardy,,,
965,3716775932,MrR25,0,285.25,C Pascal Siakam F Svi Mykhailiuk G Johnny Davis PF Jayson Tatum PG Shake Milton SF Marjon Beauchamp SG Coby White UTIL Al Horford,,,
965,3716910203,mattmon99,0,285.25,C Alperen Sengun F Bol Bol G Shake Milton PF Obi Toppin PG Immanuel Quickley SF Svi Mykhailiuk SG Victor Oladipo UTIL Pascal Siakam,,,
965,3716988342,dwostrel (3/10),0,285.25,C Isaiah Jackson F Buddy Hield G Jaden Ivey PF Bobby Portis PG Victor Oladipo SF Brandon Ingram SG Shake Milton UTIL Kevin Porter Jr.,,,
965,3717199336,Darealbruce21 (4/4),0,285.25,C Andre Drummond F Jalen McDaniels G Trae Young PF Obi Toppin PG Shake Milton SF Brandon Ingram SG Immanuel Quickley UTIL Isaiah Jackson,,,
965,3717234683,coachboldger,0,285.25,C Isaiah Jackson F Brandon Ingram G Trae Young PF Jericho Sims PG Victor Oladipo SF Jayson Tatum SG Shake Milton UTIL Jaden Hardy,,,
965,3717252412,Bossa8133 (1/2),0,285.25,C Jay Huff F Pascal Siakam G Jaden Ivey PF Bol Bol PG Trae Young SF Bennedict Mathurin SG Johnny Davis UTIL Shake Milton,,,
976,3716970397,bgreseth (10/150),41.02,285,C Goga Bitadze F Terence Davis G Shake Milton PF RJ Barrett PG Jaden Ivey SF Brandon Ingram SG Jaden Springer UTIL Anthony Davis,,,
976,3716970429,bgreseth (42/150),41.02,285,C Alperen Sengun F Terence Davis G Jaden Springer PF Jaren Jackson Jr. PG Jaden Ivey SF Tari Eason SG Victor Oladipo UTIL LeBron James,,,
976,3717102750,BDholla89 (19/150),41.02,285,C Anthony Davis F Terence Davis G Theo Maledon PF Caleb Martin PG Killian Hayes SF Brandon Ingram SG Victor Oladipo UTIL Lindell Wigginton,,,
976,3716763198,B_Nop_38,34.04,285,C Paul Reed F Jalen McDaniels G Derrick White PF Jayson Tatum PG Stephen Curry SF Terence Davis SG Shake Milton UTIL Coby White,,,
976,3716477914,nsuji (5/8),24,285,C Goga Bitadze F Brandon Ingram G Shake Milton PF JT Thor PG Trae Young SF LeBron James SG Victor Oladipo UTIL Paul Reed,,,
976,3716570660,bpcologna (27/150),24,285,C Meyers Leonard F LeBron James G Mikal Bridges PF Jaren Jackson Jr. PG Shake Milton SF Justin Holiday SG Jaden Springer UTIL Trae Young,,,
976,3716666966,ChipotleAddict (19/150),24,285,C Mark Williams F Brandon Ingram G Cameron Payne PF Jaren Jackson Jr. PG Theo Maledon SF Jalen McDaniels SG Jaden Hardy UTIL Paul Reed,,,
976,3716896142,MPascavis (137/150),24,285,C Omer Yurtseven F LeBron James G Jaden Springer PF Jaren Jackson Jr. PG Shake Milton SF Brandon Ingram SG Jaden Ivey UTIL Goga Bitadze,,,
976,3717077455,poppadom182 (8/10),24,285,C Cody Zeller F LeBron James G Cole Anthony PF Jaren Jackson Jr. PG Victor Oladipo SF Brandon Ingram SG Jaden Springer UTIL Lindell Wigginton,,,
976,3717082991,Prodigal (2/2),17.02,285,C Alperen Sengun F Draymond Green G Shake Milton PF Jordan Nwora PG Jaden Ivey SF Svi Mykhailiuk SG Jalen Green UTIL Bol Bol,,,
986,3716443669,dacoltz (138/150),41.02,284.75,C Paul Reed F Jalen McDaniels G Lindell Wigginton PF Jordan Nwora PG Trae Young SF Bennedict Mathurin SG Terence Davis UTIL Anthony Davis,,,
986,3716878095,jgreenblatt (32/60),41.02,284.75,C Alperen Sengun F Jalen McDaniels G Shake Milton PF Tari Eason PG Victor Oladipo SF LeBron James SG Jaden Hardy UTIL Stephen Curry,,,
986,3716667000,ChipotleAddict (53/150),24,284.75,C Mark Williams F Brandon Ingram G Jaden Hardy PF Pascal Siakam PG Theo Maledon SF Jalen McDaniels SG Shake Milton UTIL Cameron Payne,,,
986,3716785585,LorenzoStax (46/50),24,284.75,C Alperen Sengun F LeBron James G Shake Milton PF Caleb Martin PG Theo Maledon SF Brandon Ingram SG Jaden Springer UTIL Lindell Wigginton,,,
986,3716836702,ShaidyAdvice (129/150),24,284.75,C Mark Williams F Jaren Jackson Jr. G Ja Morant PF Georges Niang PG Victor Oladipo SF Cameron Johnson SG Andrew Nembhard UTIL Cameron Payne,,,
986,3717214458,EastCoastShocka,17.02,284.75,C Alperen Sengun F Haywood Highsmith G Johnny Davis PF John Collins PG Stephen Curry SF Jayson Tatum SG Victor Oladipo UTIL Goga Bitadze,,,
986,3717230048,Bombshack (2/2),0,284.75,C Alperen Sengun F Pascal Siakam G Cole Anthony PF Haywood Highsmith PG Theo Maledon SF Svi Mykhailiuk SG Johnny Davis UTIL Cody Zeller,,,
986,3717244898,moklovin (93/150),0,284.75,C Isaiah Jackson F Pascal Siakam G Trae Young PF Caleb Martin PG Killian Hayes SF Max Strus SG Jaden Ivey UTIL Jaden Hardy,,,
994,3717183139,elementasrat (1/8),41.02,284.5,C Jonas Valanciunas F Terrence Ross G Theo Maledon PF Patrick Williams PG Kevin Porter Jr. SF Terence Davis SG Jalen Green UTIL Jaden Ivey,,,
994,3716570761,bpcologna (128/150),34.04,284.5,C Alperen Sengun F Draymond Green G Trae Young PF Jordan Nwora PG Shake Milton SF Terence Davis SG Jaden Ivey UTIL Jaden Hardy,,,
994,3716970434,bgreseth (47/150),24,284.5,C Isaiah Jackson F LeBron James G Lindell Wigginton PF Jaren Jackson Jr. PG Trae Young SF Caleb Martin SG Jaden Springer UTIL Jalen Duren,,,
994,3716970469,bgreseth (82/150),24,284.5,C Mark Williams F LeBron James G Lindell Wigginton PF Jalen McDaniels PG Jaden Ivey SF Brandon Ingram SG Jaden Springer UTIL Jaden Hardy,,,
994,3717121084,tomjk321 (38/150),24,284.5,C Isaiah Jackson F LeBron James G Lindell Wigginton PF Pascal Siakam PG Trae Young SF Jae Crowder SG Shake Milton UTIL Jaden Hardy,,,
994,3716670810,JBCJBCJBC (60/150),0,284.5,C Goga Bitadze F Brandon Ingram G Immanuel Quickley PF Jae Crowder PG Theo Maledon SF Tari Eason SG Jaden Ivey UTIL Meyers Leonard,,,
994,3717006726,hixx (77/150),0,284.5,C Alperen Sengun F Brandon Ingram G Jaden Hardy PF RJ Barrett PG Theo Maledon SF Franz Wagner SG Jaden Springer UTIL Goga Bitadze,,,
1001,3717214227,jalperto (2/2),48,284.25,C Isaiah Jackson F LeBron James G Trae Young PF Pascal Siakam PG Cameron Payne SF Jalen McDaniels SG Shake Milton UTIL Paul Reed,,,
1001,3716443613,dacoltz (82/150),41.02,284.25,C Paul Reed F Jalen McDaniels G Stephen Curry PF Pascal Siakam PG Theo Maledon SF Jordan Nwora SG Shake Milton UTIL Cameron Payne,,,
1001,3716670764,JBCJBCJBC (14/150),24,284.25,C Alperen Sengun F Jayson Tatum G Cameron Payne PF Pascal Siakam PG Theo Maledon SF Buddy Hield SG Jaden Springer UTIL Goga Bitadze,,,
1001,3717168810,Reigncamp (1/2),24,284.25,C Bismack Biyombo F Quentin Grimes G Shake Milton PF Obi Toppin PG Immanuel Quickley SF Svi Mykhailiuk SG Jaden Ivey UTIL Jalen McDaniels,,,
1001,3716923997,billsfan777 (120/150),17.02,284.25,C Isaiah Jackson F Terence Davis G Jaden Hardy PF Pascal Siakam PG Trae Young SF Brandon Ingram SG Coby White UTIL Goga Bitadze,,,
1001,3717181291,PrimeTimeKing,17.02,284.25,C Goga Bitadze F Haywood Highsmith G Coby White PF Pascal Siakam PG Shake Milton SF Brandon Ingram SG Jaden Hardy UTIL Stephen Curry,,,
1001,3716876459,ColtsNationTy,0,284.25,C Goga Bitadze F Brandon Ingram G Fred VanVleet PF Reggie Bullock PG Shake Milton SF Jalen McDaniels SG Immanuel Quickley UTIL Derrick White,,,
1008,3717244820,moklovin (15/150),48,284,C Goga Bitadze F Brandon Ingram G Cameron Payne PF Jaren Jackson Jr. PG Shake Milton SF Jalen McDaniels SG Jaden Hardy UTIL Anthony Davis,,,
1008,3716923483,Mangone (8/30),41.02,284,C Alperen Sengun F Brandon Ingram G Jaden Hardy PF Draymond Green PG Theo Maledon SF Jalen McDaniels SG Shake Milton UTIL Cameron Payne,,,
1008,3716483094,Nickelback4Lyfe (3/150),34.04,284,C Alperen Sengun F Brandon Ingram G Jaden Springer PF Draymond Green PG Lindell Wigginton SF Jordan Nwora SG Jaden Ivey UTIL Davion Mitchell,,,
1008,3717006710,hixx (61/150),24,284,C Anthony Davis F Jaren Jackson Jr. G Lindell Wigginton PF Caleb Martin PG Shake Milton SF Brandon Ingram SG Victor Oladipo UTIL Jaden Hardy,,,
1008,3717121056,tomjk321 (10/150),24,284,C Alperen Sengun F Jaren Jackson Jr. G Jaden Hardy PF Duncan Robinson PG Theo Maledon SF Marjon Beauchamp SG Shake Milton UTIL Anthony Davis,,,
1008,3716836593,ShaidyAdvice (20/150),17.02,284,C Mark Williams F Pascal Siakam G Jaden Hardy PF Jalen McDaniels PG Theo Maledon SF Max Strus SG Victor Oladipo UTIL Stephen Curry,,,
1008,3717073675,KINGBUXS (4/5),17.02,284,C Alperen Sengun F Quentin Grimes G Jaden Hardy PF Jalen McDaniels PG Theo Maledon SF Svi Mykhailiuk SG Jalen Green UTIL Terence Davis,,,
1008,3716483171,Nickelback4Lyfe (80/150),0,284,C Paul Reed F Trey Murphy III G Jaden Springer PF Jaren Jackson Jr. PG Shake Milton SF Max Strus SG Mikal Bridges UTIL Immanuel Quickley,,,
1008,3716751553,lamemphis,0,284,C Alperen Sengun F Obi Toppin G Shake Milton PF Duncan Robinson PG Immanuel Quickley SF Bryce McGowens SG Jalen Green UTIL Jaden Ivey,,,
1008,3717160157,RalphyO,0,284,C Mark Williams F Jordan Nwora G Bryce McGowens PF Jaren Jackson Jr. PG Kevin Porter Jr. SF Corey Kispert SG Svi Mykhailiuk UTIL Goga Bitadze,,,
